16,0.163871
17,0.143832
18,0.1635
19,0.145963
1,0.178745
2,0.149078
3,-0.668679
4,-0.668726
5,0.150219
6,0.167725
7,0.176503
8,0.193704
9,0.14029
10,0.113449
11,0.15535
12,0.132955
13,0.125975
14,0.178774
15,0.167525
16,0.166008
17,0.144437
18,0.165652
19,0.146782
1,0.181619
2,0.150073
3,-0.690341
4,-0.690391
5,0.151128
6,0.169716
7,0.179221
8,0.197441
9,0.140541
10,0.112159
11,0.156557
12,0.132843
13,0.125339
14,0.181597
15,0.169607
16,0.168019
17,0.144985
18,0.16764
19,0.147502
1,0.184708
2,0.151173
3,-0.713332
4,-0.713389
5,0.152136
6,0.171858
7,0.182116
8,0.201415
9,0.140844
10,0.11083
11,0.157902
12,0.132764
13,0.124702
14,0.184621
15,0.17185
16,0.170131
17,0.145611
18,0.169792
19,0.148314
1,0.187671
2,0.152193
3,-0.735558
4,-0.735616
5,0.153074
6,0.173921
7,0.184841
8,0.20527
9,0.141124
10,0.109487
11,0.159175
12,0.132669
13,0.124021
14,0.187498
15,0.174015
16,0.172153
17,0.14619
18,0.171856
19,0.149053
1,0.190607
2,0.153213
3,-0.757835
4,-0.7579
5,0.154014
6,0.175966
7,0.187598
8,0.209137
9,0.141449
10,0.108171
11,0.160469
12,0.132578
13,0.123367
14,0.190372
15,0.176197
16,0.174189
17,0.146768
18,0.173966
19,0.149796
1,0.193566
2,0.154265
3,-0.780182
4,-0.780252
5,0.15497
6,0.178047
7,0.190388
8,0.213024
9,0.141748
10,0.106871
11,0.161733
12,0.13249
13,0.122738
14,0.193266
15,0.178395
16,0.176243
17,0.147356
18,0.176082
19,0.150567
1,0.196421
2,0.155226
3,-0.801788
4,-0.801857
5,0.155866
6,0.180037
7,0.193053
8,0.216779
9,0.142015
10,0.105541
11,0.162945
12,0.132385
13,0.12207
14,0.196058
15,0.180501
16,0.178194
17,0.147908
18,0.178103
19,0.151296
1,0.199481
2,0.156302
3,-0.824696
4,-0.824771
5,0.156857
6,0.182188
7,0.195886
8,0.220752
9,0.142307
10,0.104179
11,0.164252
12,0.132326
13,0.121434
14,0.199052
15,0.182795
16,0.180295
17,0.148536
18,0.180258
19,0.152087
1,0.202342
2,0.15728
3,-0.846322
4,-0.846404
5,0.15778
6,0.184207
7,0.198564
8,0.224475
9,0.142544
10,0.102854
11,0.165475
12,0.132235
13,0.120776
14,0.201872
15,0.184923
16,0.182266
17,0.14907
18,0.182279
19,0.152816
1,0.205359
2,0.158309
3,-0.86905
4,-0.869137
5,0.158721
6,0.186318
7,0.201389
8,0.228406
9,0.142827
10,0.101469
11,0.166774
12,0.132129
13,0.12007
14,0.204844
15,0.187141
16,0.184339
17,0.149654
18,0.184392
19,0.153578
1,0.208361
2,0.159353
3,-0.891337
4,-0.891427
5,0.15965
6,0.188408
7,0.204148
8,0.232262
9,0.14312
10,0.100133
11,0.168038
12,0.132037
13,0.119386
14,0.207766
15,0.189326
16,0.186363
17,0.150257
18,0.186484
19,0.154343
1,0.211207
2,0.160324
3,-0.912839
4,-0.912932
5,0.160543
6,0.190379
7,0.206823
8,0.235947
9,0.143366
10,0.0987836
11,0.169238
12,0.131909
13,0.118654
14,0.210576
15,0.191403
16,0.188305
17,0.15078
18,0.188504
19,0.155042
1,0.214262
2,0.161397
3,-0.935661
4,-0.935758
5,0.161536
6,0.19249
7,0.209675
8,0.239884
9,0.143639
10,0.097431
11,0.170553
12,0.131842
13,0.117957
14,0.213573
15,0.193629
16,0.190395
17,0.151389
18,0.190655
19,0.155843
1,0.217133
2,0.162357
3,-0.957227
4,-0.957329
5,0.162429
6,0.194471
7,0.212366
8,0.243595
9,0.143878
10,0.0960902
11,0.171771
12,0.131746
13,0.117281
14,0.216396
15,0.195707
16,0.192373
17,0.151918
18,0.192683
19,0.156574
1,0.220152
2,0.163388
3,-0.979937
4,-0.980042
5,0.163345
6,0.196522
7,0.215181
8,0.24748
9,0.144162
10,0.0946782
11,0.173079
12,0.131615
13,0.116572
14,0.219353
15,0.197862
16,0.194445
17,0.152471
18,0.194789
19,0.15733
1,0.223125
2,0.164421
3,-0.997036
4,-0.997002
5,0.16427
6,0.198575
7,0.217931
8,0.25129
9,0.144431
10,0.0933419
11,0.174368
12,0.131508
13,0.115892
14,0.222271
15,0.199987
16,0.196454
17,0.153047
18,0.196874
19,0.158074
1,0.226041
2,0.165388
3,-0.997053
4,-0.997023
5,0.165123
6,0.200565
7,0.220647
8,0.255061
9,0.144678
10,0.0919175
11,0.175612
12,0.131389
13,0.115161
14,0.225129
15,0.202108
16,0.198424
17,0.153595
18,0.19889
19,0.158785
1,0.229015
2,0.166423
3,-0.997002
4,-0.996974
5,0.166044
6,0.202627
7,0.22341
8,0.258892
9,0.144987
10,0.0905702
11,0.176901
12,0.131314
13,0.114483
14,0.228052
15,0.204273
16,0.200463
17,0.154165
18,0.200951
19,0.159531
1,0.23188
2,0.167376
3,-0.996729
4,-0.996704
5,0.166915
6,0.2046
7,0.226109
8,0.26258
9,0.145246
10,0.0892375
11,0.178138
12,0.131199
13,0.113769
14,0.230867
15,0.206349
16,0.202418
17,0.154671
18,0.202931
19,0.160225
1,0.234886
2,0.168392
3,-0.995723
4,-0.9957
5,0.167882
6,0.206693
7,0.228976
8,0.266443
9,0.145485
10,0.087834
11,0.179415
12,0.131084
13,0.112988
14,0.233799
15,0.208549
16,0.204482
17,0.155188
18,0.205008
19,0.160974
1,0.237802
2,0.169388
3,-0.993898
4,-0.993867
5,0.168845
6,0.208752
7,0.231755
8,0.270155
9,0.145757
10,0.0865125
11,0.180643
12,0.131011
13,0.112256
14,0.236651
15,0.21067
16,0.206491
17,0.155706
18,0.206998
19,0.161707
1,0.240763
2,0.170384
3,-0.991332
4,-0.991289
5,0.169849
6,0.210905
7,0.23463
8,0.274016
9,0.146007
10,0.0850957
11,0.181887
12,0.13088
13,0.111414
14,0.239588
15,0.212883
16,0.208543
17,0.156209
18,0.209039
19,0.162425
1,0.243679
2,0.171418
3,-0.988368
4,-0.988309
5,0.170903
6,0.213107
7,0.23748
8,0.277824
9,0.146296
10,0.0837597
11,0.183165
12,0.130767
13,0.110637
14,0.242475
15,0.215069
16,0.21055
17,0.156758
18,0.211076
19,0.163191
1,0.246471
2,0.172368
3,-0.985113
4,-0.985045
5,0.171929
6,0.215208
7,0.240245
8,0.281505
9,0.146535
10,0.0824386
11,0.184379
12,0.130594
13,0.109875
14,0.245265
15,0.217121
16,0.212489
17,0.157233
18,0.213014
19,0.16388
1,0.249387
2,0.173358
3,-0.981353
4,-0.981282
5,0.173014
6,0.217428
7,0.243138
8,0.285356
9,0.146802
10,0.0810442
11,0.185646
12,0.130459
13,0.109093
14,0.248198
15,0.219291
16,0.214542
17,0.157747
18,0.215055
19,0.164599
1,0.252194
2,0.174321
3,-0.977573
4,-0.977503
5,0.174062
6,0.219543
7,0.245924
8,0.289024
9,0.147047
10,0.0797246
11,0.186877
12,0.130365
13,0.108353
14,0.251005
15,0.221373
16,0.216506
17,0.15825
18,0.217022
19,0.165293
1,0.255077
2,0.175282
3,-0.97348
4,-0.97342
5,0.175124
6,0.221682
7,0.248803
8,0.292836
9,0.147277
10,0.0782937
11,0.188135
12,0.130202
13,0.107566
14,0.253905
15,0.223536
16,0.218532
17,0.158731
18,0.219044
19,0.165994
1,0.257937
2,0.176315
3,-0.969299
4,-0.969258
5,0.176196
6,0.223864
7,0.251632
8,0.296574
9,0.147533
10,0.0769607
11,0.189404
12,0.130085
13,0.106837
14,0.256827
15,0.2257
16,0.220541
17,0.159274
18,0.221065
19,0.166708
1,0.260757
2,0.177306
3,-0.965003
4,-0.96499
5,0.177249
6,0.226054
7,0.254452
8,0.300287
9,0.147754
10,0.0755826
11,0.190659
12,0.129949
13,0.106083
14,0.259706
15,0.22786
16,0.222473
17,0.15979
18,0.223019
19,0.167385
1,0.26361
2,0.178365
3,-0.960474
4,-0.960519
5,0.178352
6,0.228334
7,0.257299
8,0.30405
9,0.148016
10,0.0742233
11,0.191908
12,0.12985
13,0.105401
14,0.262616
15,0.230088
16,0.224463
17,0.160323
18,0.225008
19,0.1681
1,0.266473
2,0.179526
3,-0.955716
4,-0.955867
5,0.17945
6,0.230791
7,0.260119
8,0.307778
9,0.148332
10,0.0729748
11,0.193191
12,0.129822
13,0.104809
14,0.265519
15,0.23232
16,0.226469
17,0.160912
18,0.227026
19,0.168871
1,0.269414
2,0.180688
3,-0.95206
4,-0.952349
5,0.180491
6,0.233289
7,0.262999
8,0.311639
9,0.148608
10,0.0716219
11,0.194486
12,0.129745
13,0.104157
14,0.26853
15,0.234582
16,0.228507
17,0.161487
18,0.229062
19,0.169639
1,0.272195
2,0.181624
3,-0.951866
4,-0.952168
5,0.181313
6,0.235236
7,0.265558
8,0.315239
9,0.148759
10,0.0702244
11,0.195659
12,0.129593
13,0.103415
14,0.27127
15,0.23658
16,0.23033
17,0.161914
18,0.230936
19,0.170279
1,0.275073
2,0.182551
3,-0.951723
4,-0.952036
5,0.182149
6,0.237228
7,0.268202
8,0.318945
9,0.148884
10,0.0687016
11,0.196831
12,0.129368
13,0.102591
14,0.274099
15,0.238659
16,0.232218
17,0.162318
18,0.232861
19,0.170895
1,0.277895
2,0.183448
3,-0.95161
4,-0.951934
5,0.182987
6,0.239195
7,0.270787
8,0.322574
9,0.148993
10,0.067217
11,0.197959
12,0.129167
13,0.101777
14,0.276888
15,0.240688
16,0.234083
17,0.162702
18,0.234723
19,0.171532
1,0.280646
2,0.184344
3,-0.951524
4,-0.951849
5,0.183827
6,0.241155
7,0.273313
8,0.326121
9,0.149101
10,0.0657772
11,0.199098
12,0.128965
13,0.100969
14,0.279604
15,0.242659
16,0.235923
17,0.163114
18,0.236548
19,0.172148
1,0.283447
2,0.185226
3,-0.951442
4,-0.951773
5,0.184651
6,0.243174
7,0.275911
8,0.329794
9,0.149216
10,0.0642293
11,0.200244
12,0.128698
13,0.10008
14,0.28241
15,0.244658
16,0.237798
17,0.163514
18,0.2384
19,0.17274
1,0.286218
2,0.186178
3,-0.951355
4,-0.951688
5,0.185545
6,0.245193
7,0.278461
8,0.333388
9,0.149361
10,0.0627887
11,0.201364
12,0.128492
13,0.099243
14,0.285091
15,0.246572
16,0.239621
17,0.163946
18,0.240222
19,0.173364
1,0.289009
2,0.18708
3,-0.951291
4,-0.951632
5,0.186413
6,0.247185
7,0.281063
8,0.337072
9,0.149477
10,0.0612254
11,0.202505
12,0.128241
13,0.0983447
14,0.287875
15,0.248543
16,0.241488
17,0.164356
18,0.242075
19,0.173955
1,0.291767
2,0.187939
3,-0.951243
4,-0.951586
5,0.187259
6,0.249144
7,0.283615
8,0.340703
9,0.149574
10,0.0597205
11,0.203622
12,0.128
13,0.0974385
14,0.290601
15,0.250497
16,0.243329
17,0.164765
18,0.24387
19,0.174558
1,0.294518
2,0.188838
3,-0.951196
4,-0.951542
5,0.188121
6,0.251131
7,0.28617
8,0.344344
9,0.149697
10,0.0582025
11,0.204753
12,0.12776
13,0.0965386
14,0.293334
15,0.252439
16,0.245161
17,0.165173
18,0.24569
19,0.175167
1,0.297208
2,0.189686
3,-0.951162
4,-0.951508
5,0.188942
6,0.253088
7,0.288688
8,0.347931
9,0.149772
10,0.0566619
11,0.205857
12,0.127474
13,0.0955664
14,0.296028
15,0.25434
16,0.246967
17,0.165537
18,0.247473
19,0.175736
1,0.29989
2,0.190542
3,-0.951128
4,-0.95148
5,0.189784
6,0.255071
7,0.291184
8,0.351471
9,0.149867
10,0.0551966
11,0.20698
12,0.127228
13,0.0946868
14,0.298704
15,0.256241
16,0.248768
17,0.165928
18,0.249272
19,0.176315
1,0.302634
2,0.19137
3,-0.951104
4,-0.951456
5,0.190624
6,0.257086
7,0.293731
8,0.355162
9,0.14991
10,0.053637
11,0.208118
12,0.126933
13,0.0937323
14,0.301466
15,0.258207
16,0.250605
17,0.166319
18,0.251078
19,0.176894
